payment_id,payment_type,payment_amount,payment_date,payment_due
2449,cash,400,2011-12-30,2012-01-29
2450,cash,1500,2017-06-05,2017-07-05
2451,cash,2000,2014-08-31,2014-09-30
2452,cash,1100,2018-08-09,2018-09-08
2453,cash,1100,2013-07-10,2013-08-09
2454,cash,2100,2019-04-26,2019-05-26
2455,cash,500,2019-08-15,2019-09-14
2456,cash,1700,2014-05-23,2014-06-22
2457,cash,1200,2017-06-27,2017-07-27
2458,cash,700,2018-02-22,2018-03-24
2459,cash,1300,2016-09-24,2016-10-24
2460,cash,1000,2019-12-21,2020-01-20
2461,cash,400,2019-12-14,2020-01-13
2462,cash,900,2018-12-02,2019-01-01
2463,cash,800,2017-06-19,2017-07-19
2464,cash,900,2014-08-15,2014-09-14
2465,cash,2300,2018-07-18,2018-08-17
2466,cash,1400,2019-12-26,2020-01-25
2467,cash,2000,2019-10-13,2019-11-12
2468,cash,2500,2018-12-08,2019-01-07
2469,cash,800,2019-05-05,2019-06-04
2470,cash,1700,2019-10-23,2019-11-22
2471,cash,2300,2017-04-29,2017-05-29
2472,cash,700,2019-12-10,2020-01-09
2473,cash,600,2019-09-08,2019-10-08
2474,cash,1100,2016-09-09,2016-10-09
2475,cash,1800,2013-12-15,2014-01-14
2476,cash,2500,2018-04-28,2018-05-28
2477,cash,800,2011-05-03,2011-06-02
2478,cash,1600,2019-07-16,2019-08-15
2479,cash,1700,2018-05-30,2018-06-29
2480,cash,400,2014-03-06,2014-04-05
2481,cash,1100,2018-04-20,2018-05-20
2482,cash,400,2019-12-18,2020-01-17
2483,cash,800,2017-05-01,2017-05-31
2484,cash,800,2011-04-28,2011-05-28
2485,cash,700,2015-10-10,2015-11-09
2486,cash,600,2018-09-17,2018-10-17
2487,cash,2400,2012-09-11,2012-10-11
2488,cash,300,2015-03-13,2015-04-12
2489,cash,1200,2014-01-26,2014-02-25
2490,cash,1700,2018-11-14,2018-12-14
2491,cash,700,2018-01-30,2018-03-01
2492,cash,400,2017-07-06,2017-08-05
2493,cash,1200,2018-07-02,2018-08-01
2494,cash,2000,2017-01-03,2017-02-02
2495,cash,1300,2018-01-04,2018-02-03
2496,cash,1700,2013-07-13,2013-08-12
2497,cash,2200,2019-12-27,2020-01-26
2498,cash,1100,2015-12-09,2016-01-08
2499,cash,400,2015-02-12,2015-03-14
2500,cash,1000,2016-11-26,2016-12-26
2501,cash,1000,2018-10-26,2018-11-25
2502,cash,1500,2015-11-18,2015-12-18
2503,cash,1300,2014-02-22,2014-03-24
2504,cash,1500,2011-12-01,2011-12-31
2505,cash,800,2017-06-28,2017-07-28
2506,cash,2100,2017-03-16,2017-04-15
2507,cash,1600,2018-02-24,2018-03-26
2508,cash,1000,2019-12-12,2020-01-11
2509,cash,1400,2019-11-03,2019-12-03
2510,cash,1700,2012-03-05,2012-04-04
2511,cash,1500,2017-09-23,2017-10-23
2512,cash,1100,2014-10-25,2014-11-24
2513,cash,500,2013-01-18,2013-02-17
2514,cash,1800,2016-03-08,2016-04-07
2515,cash,900,2016-11-13,2016-12-13
2516,cash,1000,2018-08-14,2018-09-13
2517,cash,1100,2019-04-23,2019-05-23
2518,cash,900,2012-04-10,2012-05-10
2519,cash,900,2018-08-15,2018-09-14
2520,cash,1500,2016-08-11,2016-09-10
2521,cash,1700,2016-03-22,2016-04-21
2522,cash,2200,2018-07-25,2018-08-24
2523,cash,400,2015-07-09,2015-08-08
2524,cash,2000,2018-05-13,2018-06-12
2525,cash,600,2019-08-27,2019-09-26
2526,cash,900,2019-06-05,2019-07-05
2527,cash,1700,2013-04-28,2013-05-28
2528,cash,2100,2013-10-06,2013-11-05
2529,cash,300,2019-07-16,2019-08-15
2530,cash,1800,2018-02-09,2018-03-11
2531,cash,1800,2017-02-01,2017-03-03
2532,cash,1600,2016-09-16,2016-10-16
2533,cash,1000,2016-08-02,2016-09-01
2534,cash,600,2019-05-16,2019-06-15
2535,cash,1600,2014-10-22,2014-11-21
2536,cash,2400,2017-10-19,2017-11-18
2537,cash,400,2016-08-07,2016-09-06
2538,cash,2300,2013-12-02,2014-01-01
2539,cash,800,2019-05-07,2019-06-06
2540,cash,1800,2017-12-01,2017-12-31
2541,cash,1000,2019-12-25,2020-01-24
2542,cash,600,2019-10-10,2019-11-09
2543,cash,2100,2019-12-13,2020-01-12
2544,cash,2300,2019-01-14,2019-02-13
2545,cash,2100,2019-12-15,2020-01-14
2546,cash,1900,2019-10-16,2019-11-15
2547,cash,1800,2017-07-06,2017-08-05
2548,cash,2000,2018-05-29,2018-06-28
2549,cash,2400,2019-09-03,2019-10-03
2550,cash,2400,2019-10-02,2019-11-01
2551,cash,2400,2016-12-23,2017-01-22
2552,cash,2200,2017-04-03,2017-05-03
2553,cash,1500,2019-08-31,2019-09-30
2554,cash,300,2019-10-22,2019-11-21
2555,cash,2300,2012-03-16,2012-04-15
2556,cash,1600,2018-04-02,2018-05-02
2557,cash,1800,2017-09-07,2017-10-07
2558,cash,1500,2019-01-09,2019-02-08
2559,cash,1500,2018-03-24,2018-04-23
2560,cash,700,2019-06-26,2019-07-26
2561,cash,2200,2014-07-14,2014-08-13
2562,cash,2300,2019-02-02,2019-03-04
2563,cash,1200,2017-03-26,2017-04-25
2564,cash,1500,2011-07-12,2011-08-11
2565,cash,600,2015-10-13,2015-11-12
2566,cash,1900,2019-07-19,2019-08-18
2567,cash,1700,2018-04-25,2018-05-25
2568,cash,700,2015-05-29,2015-06-28
2569,cash,2500,2019-12-01,2019-12-31
2570,cash,800,2016-06-13,2016-07-13
2571,cash,1400,2018-06-08,2018-07-08
2572,cash,400,2018-10-28,2018-11-27
2573,cash,1500,2018-07-29,2018-08-28
2574,cash,800,2014-02-14,2014-03-16
2575,cash,1600,2015-11-23,2015-12-23
2576,cash,2100,2017-06-01,2017-07-01
2577,cash,500,2016-02-24,2016-03-25
2578,cash,400,2018-09-01,2018-10-01
2579,cash,400,2018-08-29,2018-09-28
2580,cash,1500,2017-03-08,2017-04-07
2581,cash,400,2019-05-17,2019-06-16
2582,cash,1600,2016-10-13,2016-11-12
2583,cash,1100,2019-02-16,2019-03-18
2584,cash,1600,2015-07-09,2015-08-08
2585,cash,1000,2019-03-07,2019-04-06
2586,cash,2000,2012-12-31,2013-01-30
2587,cash,400,2016-06-07,2016-07-07
2588,cash,2400,2015-04-16,2015-05-16
2589,cash,2400,2017-01-29,2017-02-28
2590,cash,1200,2016-12-15,2017-01-14
2591,cash,1000,2019-03-21,2019-04-20
2592,cash,2300,2016-06-13,2016-07-13
2593,cash,400,2019-09-27,2019-10-27
2594,cash,1300,2018-07-11,2018-08-10
2595,cash,2200,2015-05-11,2015-06-10
2596,cash,1100,2019-12-07,2020-01-06
2597,cash,2000,2016-11-29,2016-12-29
2598,cash,2500,2018-03-02,2018-04-01
2599,cash,700,2017-06-04,2017-07-04
2600,cash,1500,2016-10-07,2016-11-06
2601,cash,2400,2012-11-28,2012-12-28
2602,cash,1700,2019-03-22,2019-04-21
2603,cash,1600,2019-05-16,2019-06-15
2604,cash,400,2019-11-08,2019-12-08
2605,cash,1700,2019-09-02,2019-10-02
2606,cash,1600,2018-02-27,2018-03-29
2607,cash,1900,2019-07-15,2019-08-14
2608,cash,1300,2017-04-28,2017-05-28
2609,cash,1700,2019-05-29,2019-06-28
2610,cash,1600,2019-11-18,2019-12-18
2611,cash,1700,2015-03-25,2015-04-24
2612,cash,1000,2019-06-17,2019-07-17
2613,cash,2100,2019-03-29,2019-04-28
2614,cash,2300,2019-10-14,2019-11-13
2615,cash,800,2019-12-21,2020-01-20
2616,cash,900,2019-06-08,2019-07-08
2617,cash,1700,2018-11-21,2018-12-21
2618,cash,700,2018-10-31,2018-11-30
2619,cash,2300,2012-04-28,2012-05-28
2620,cash,900,2019-09-08,2019-10-08
2621,cash,2300,2015-07-03,2015-08-02
2622,cash,600,2017-07-20,2017-08-19
2623,cash,1400,2012-01-29,2012-02-28
2624,cash,800,2019-10-28,2019-11-27
2625,cash,2300,2014-04-29,2014-05-29
2626,cash,2200,2013-12-05,2014-01-04
2627,cash,400,2019-09-28,2019-10-28
2628,cash,1800,2019-01-09,2019-02-08
2629,cash,1000,2012-07-30,2012-08-29
2630,cash,1200,2019-10-01,2019-10-31
2631,cash,1600,2012-05-07,2012-06-06
2632,cash,1900,2019-02-13,2019-03-15
2633,cash,2300,2017-11-28,2017-12-28
2634,cash,2000,2015-12-03,2016-01-02
2635,cash,2000,2018-09-01,2018-10-01
2636,cash,800,2015-04-09,2015-05-09
2637,cash,2400,2013-10-18,2013-11-17
2638,cash,1100,2019-07-08,2019-08-07
2639,cash,2000,2016-09-14,2016-10-14
2640,cash,2000,2016-11-28,2016-12-28
2641,cash,1900,2016-03-16,2016-04-15
2642,cash,500,2018-12-28,2019-01-27
2643,cash,300,2012-03-10,2012-04-09
2644,cash,600,2017-10-15,2017-11-14
2645,cash,500,2017-03-29,2017-04-28
2646,cash,2000,2018-06-20,2018-07-20
2647,cash,700,2014-08-13,2014-09-12
2648,cash,1100,2012-12-02,2013-01-01
2649,cash,2400,2014-12-16,2015-01-15
2650,cash,300,2019-07-16,2019-08-15
2651,cash,700,2015-07-25,2015-08-24
2652,cash,1600,2019-11-29,2019-12-29
2653,cash,1000,2012-12-23,2013-01-22
2654,cash,1400,2016-01-30,2016-02-29
2655,cash,1400,2016-10-14,2016-11-13
2656,cash,800,2014-06-11,2014-07-11
2657,cash,300,2017-05-17,2017-06-16
2658,cash,700,2018-08-02,2018-09-01
2659,cash,1200,2016-04-19,2016-05-19
2660,cash,2200,2019-12-14,2020-01-13
2661,cash,800,2019-07-18,2019-08-17
2662,cash,1000,2018-11-26,2018-12-26
2663,cash,700,2015-12-19,2016-01-18
2664,cash,1000,2015-02-09,2015-03-11
2665,cash,1200,2019-02-03,2019-03-05
2666,cash,600,2017-12-29,2018-01-28
2667,cash,1100,2014-10-25,2014-11-24
2668,cash,500,2017-01-22,2017-02-21
2669,cash,2500,2018-05-01,2018-05-31
2670,cash,1500,2019-12-31,2020-01-30
2671,cash,1000,2018-09-20,2018-10-20
2672,cash,2400,2019-08-04,2019-09-03
2673,cash,1800,2015-10-08,2015-11-07
2674,cash,2500,2018-08-24,2018-09-23
2675,cash,2100,2018-09-09,2018-10-09
2676,cash,1400,2012-07-16,2012-08-15
2677,cash,1600,2019-09-06,2019-10-06
2678,cash,2300,2016-06-03,2016-07-03
2679,cash,1200,2017-03-06,2017-04-05
2680,cash,1100,2017-11-13,2017-12-13
2681,cash,2500,2019-08-22,2019-09-21
2682,cash,1200,2011-04-08,2011-05-08
2683,cash,600,2019-03-22,2019-04-21
2684,cash,300,2015-11-16,2015-12-16
2685,cash,500,2018-05-22,2018-06-21
2686,cash,1700,2018-09-17,2018-10-17
2687,cash,1900,2014-06-21,2014-07-21
2688,cash,2400,2018-05-08,2018-06-07
2689,cash,1400,2019-12-22,2020-01-21
2690,cash,2500,2015-01-28,2015-02-27
2691,cash,1400,2018-11-11,2018-12-11
2692,cash,1100,2017-06-21,2017-07-21
2693,cash,400,2017-07-14,2017-08-13
2694,cash,1800,2018-09-28,2018-10-28
2695,cash,1300,2019-08-28,2019-09-27
2696,cash,1300,2018-01-07,2018-02-06
2697,cash,2400,2019-01-21,2019-02-20
2698,cash,900,2014-05-03,2014-06-02
2699,cash,500,2019-01-29,2019-02-28
2700,cash,1000,2014-10-16,2014-11-15
2701,cash,500,2018-04-18,2018-05-18
2702,cash,2000,2019-05-09,2019-06-08
2703,cash,1000,2016-02-19,2016-03-20
2704,cash,900,2019-12-01,2019-12-31
2705,cash,1000,2013-08-27,2013-09-26
2706,cash,700,2015-06-28,2015-07-28
2707,cash,300,2017-11-21,2017-12-21
2708,cash,1500,2019-03-18,2019-04-17
2709,cash,1200,2016-08-25,2016-09-24
2710,cash,400,2017-06-19,2017-07-19
2711,cash,1700,2018-04-29,2018-05-29
2712,cash,1200,2017-12-16,2018-01-15
2713,cash,900,2015-05-08,2015-06-07
2714,cash,1000,2011-12-28,2012-01-27
2715,cash,800,2019-10-13,2019-11-12
2716,cash,2400,2012-11-12,2012-12-12
2717,cash,300,2019-03-27,2019-04-26
2718,cash,500,2014-03-01,2014-03-31
2719,cash,2200,2019-06-16,2019-07-16
2720,cash,700,2019-12-18,2020-01-17
2721,cash,1600,2015-12-11,2016-01-10
2722,cash,1200,2016-01-18,2016-02-17
2723,cash,600,2018-09-13,2018-10-13
2724,cash,2100,2019-08-13,2019-09-12
2725,cash,400,2013-05-25,2013-06-24
2726,cash,1200,2016-03-13,2016-04-12
2727,cash,400,2019-11-08,2019-12-08
2728,cash,500,2018-05-10,2018-06-09
2729,cash,2500,2013-08-13,2013-09-12
2730,cash,1100,2019-08-09,2019-09-08
2731,cash,2500,2018-10-18,2018-11-17
2732,cash,1400,2018-05-09,2018-06-08
2733,cash,800,2018-05-23,2018-06-22
2734,cash,2100,2014-12-30,2015-01-29
2735,cash,2300,2019-03-25,2019-04-24
2736,cash,500,2018-12-24,2019-01-23
2737,cash,1400,2016-08-30,2016-09-29
2738,cash,1800,2019-05-12,2019-06-11
2739,cash,2000,2016-07-16,2016-08-15
2740,cash,2500,2019-12-29,2020-01-28
2741,cash,1200,2012-06-18,2012-07-18
2742,cash,1500,2019-12-13,2020-01-12
2743,cash,2500,2018-04-09,2018-05-09
2744,cash,400,2019-10-24,2019-11-23
2745,cash,1200,2019-11-09,2019-12-09
2746,cash,2500,2019-08-17,2019-09-16
2747,cash,600,2019-07-30,2019-08-29
2748,cash,500,2014-03-19,2014-04-18
2749,cash,400,2019-05-05,2019-06-04
2750,cash,2300,2019-07-21,2019-08-20
2751,cash,700,2017-09-29,2017-10-29
2752,cash,1400,2018-06-14,2018-07-14
2753,cash,1400,2014-05-11,2014-06-10
2754,cash,1700,2018-05-28,2018-06-27
2755,cash,2200,2017-12-28,2018-01-27
2756,cash,2200,2019-08-17,2019-09-16
2757,cash,800,2019-03-15,2019-04-14
2758,cash,600,2017-09-03,2017-10-03
2759,cash,1800,2019-07-15,2019-08-14
2760,cash,2500,2017-06-06,2017-07-06
2761,cash,1800,2015-09-28,2015-10-28
2762,cash,1000,2018-05-13,2018-06-12
2763,cash,800,2017-01-27,2017-02-26
2764,cash,500,2019-02-22,2019-03-24
2765,cash,600,2018-11-18,2018-12-18
2766,cash,2500,2018-10-01,2018-10-31
2767,cash,2000,2015-04-15,2015-05-15
2768,cash,800,2018-12-10,2019-01-09
2769,cash,2000,2017-01-14,2017-02-13
2770,cash,1800,2019-11-01,2019-12-01
2771,cash,1200,2016-05-18,2016-06-17
2772,cash,2500,2019-12-23,2020-01-22
2773,cash,1200,2019-01-20,2019-02-19
2774,cash,300,2019-03-04,2019-04-03
2775,cash,600,2014-06-02,2014-07-02
2776,cash,1000,2019-06-01,2019-07-01
2777,cash,1300,2018-02-21,2018-03-23
2778,cash,900,2016-05-31,2016-06-30
2779,cash,2000,2017-06-24,2017-07-24
2780,cash,2100,2018-09-22,2018-10-22
2781,cash,2100,2019-10-26,2019-11-25
2782,cash,1000,2016-05-07,2016-06-06
2783,cash,2300,2014-09-21,2014-10-21
2784,cash,1500,2016-10-02,2016-11-01
2785,cash,2000,2016-10-22,2016-11-21
2786,cash,800,2015-05-08,2015-06-07
2787,cash,2000,2015-03-30,2015-04-29
2788,cash,300,2016-07-27,2016-08-26
2789,cash,1400,2019-11-01,2019-12-01
2790,cash,2500,2016-08-09,2016-09-08
2791,cash,300,2019-10-10,2019-11-09
2792,cash,1100,2016-08-17,2016-09-16
2793,cash,2400,2019-10-28,2019-11-27
2794,cash,900,2017-12-25,2018-01-24
2795,cash,600,2019-12-12,2020-01-11
2796,cash,300,2019-11-15,2019-12-15
2797,cash,1800,2019-12-25,2020-01-24
2798,cash,300,2019-05-22,2019-06-21
2799,cash,2100,2016-08-16,2016-09-15
2800,cash,900,2015-09-05,2015-10-05
2801,cash,2400,2018-08-14,2018-09-13
2802,cash,400,2013-01-12,2013-02-11
2803,cash,900,2019-08-21,2019-09-20
2804,cash,1900,2019-12-10,2020-01-09
2805,cash,1800,2013-06-04,2013-07-04
2806,cash,1100,2017-10-07,2017-11-06
2807,cash,1700,2018-07-22,2018-08-21
2808,cash,1000,2016-02-20,2016-03-21
2809,cash,1300,2013-03-08,2013-04-07
2810,cash,2100,2014-01-28,2014-02-27
2811,cash,2000,2015-12-19,2016-01-18
2812,cash,2000,2013-01-24,2013-02-23
2813,cash,2000,2019-10-02,2019-11-01
2814,cash,400,2017-08-25,2017-09-24
2815,cash,1300,2019-09-10,2019-10-10
2816,cash,2100,2017-05-23,2017-06-22
2817,cash,2200,2019-08-17,2019-09-16
2818,cash,300,2019-10-10,2019-11-09
2819,cash,900,2018-04-22,2018-05-22
2820,cash,1700,2011-12-28,2012-01-27
2821,cash,400,2019-11-22,2019-12-22
2822,cash,800,2012-06-05,2012-07-05
2823,cash,2500,2017-05-24,2017-06-23
2824,cash,1600,2017-06-24,2017-07-24
2825,cash,1200,2014-11-11,2014-12-11
2826,cash,600,2018-12-01,2018-12-31
2827,cash,2200,2016-09-24,2016-10-24
2828,cash,2100,2016-04-20,2016-05-20
2829,cash,2500,2018-02-26,2018-03-28
2830,cash,2400,2019-11-15,2019-12-15
2831,cash,2100,2019-07-28,2019-08-27
2832,cash,2100,2019-10-23,2019-11-22
2833,cash,1300,2016-06-10,2016-07-10
2834,cash,1200,2015-11-30,2015-12-30
2835,cash,1900,2019-07-08,2019-08-07
2836,cash,800,2016-02-17,2016-03-18
2837,cash,1000,2019-06-18,2019-07-18
2838,cash,1000,2014-10-14,2014-11-13
2839,cash,1800,2017-09-16,2017-10-16
2840,cash,800,2012-03-03,2012-04-02
2841,cash,1500,2019-03-16,2019-04-15
2842,cash,1600,2019-05-28,2019-06-27
2843,cash,2200,2015-01-26,2015-02-25
2844,cash,1200,2019-10-08,2019-11-07
2845,cash,900,2014-09-22,2014-10-22
2846,cash,2000,2017-05-05,2017-06-04
2847,cash,1600,2016-01-20,2016-02-19
2848,cash,1200,2018-06-12,2018-07-12
2849,cash,500,2019-06-16,2019-07-16
2850,cash,1800,2018-12-04,2019-01-03
2851,cash,1100,2019-12-22,2020-01-21
2852,cash,500,2019-09-13,2019-10-13
2853,cash,1200,2018-11-01,2018-12-01
2854,cash,1600,2016-12-10,2017-01-09
2855,cash,1000,2018-11-23,2018-12-23
2856,cash,600,2015-11-25,2015-12-25
2857,cash,800,2018-10-19,2018-11-18
2858,cash,1800,2019-10-23,2019-11-22
2859,cash,1000,2011-11-16,2011-12-16
2860,cash,1600,2018-10-10,2018-11-09
2861,cash,1800,2019-09-12,2019-10-12
2862,cash,900,2014-11-06,2014-12-06
2863,cash,600,2018-02-15,2018-03-17
2864,cash,400,2018-04-25,2018-05-25
2865,cash,1500,2017-12-15,2018-01-14
2866,cash,1700,2019-03-14,2019-04-13
2867,cash,600,2019-09-01,2019-10-01
2868,cash,500,2013-11-10,2013-12-10
2869,cash,1200,2019-10-25,2019-11-24
2870,cash,2000,2016-07-06,2016-08-05
2871,cash,1000,2011-05-31,2011-06-30
2872,cash,600,2017-09-23,2017-10-23
2873,cash,500,2019-03-06,2019-04-05
2874,cash,2200,2014-12-13,2015-01-12
2875,cash,1000,2017-10-09,2017-11-08
2876,cash,800,2019-11-18,2019-12-18
2877,cash,900,2017-06-02,2017-07-02
2878,cash,800,2017-08-16,2017-09-15
2879,cash,1700,2019-12-13,2020-01-12
2880,cash,2000,2018-10-11,2018-11-10
2881,cash,600,2016-04-15,2016-05-15
2882,cash,1500,2017-05-22,2017-06-21
2883,cash,1300,2016-01-01,2016-01-31
2884,cash,700,2013-01-08,2013-02-07
2885,cash,700,2016-08-22,2016-09-21
2886,cash,2100,2013-12-16,2014-01-15
2887,cash,900,2011-02-22,2011-03-24
2888,cash,1400,2019-03-02,2019-04-01
2889,cash,800,2019-09-16,2019-10-16
2890,cash,1300,2017-08-14,2017-09-13
2891,cash,1800,2017-08-03,2017-09-02
2892,cash,1200,2018-02-28,2018-03-30
2893,cash,1300,2011-11-21,2011-12-21
2894,cash,2400,2016-08-18,2016-09-17
2895,cash,700,2019-11-28,2019-12-28
2896,cash,1900,2013-06-03,2013-07-03
2897,cash,1700,2017-04-22,2017-05-22
2898,cash,600,2019-11-10,2019-12-10
2899,cash,2100,2012-01-15,2012-02-14
2900,cash,2400,2014-08-20,2014-09-19
2901,cash,600,2014-08-27,2014-09-26
2902,cash,400,2018-02-08,2018-03-10
2903,cash,1800,2019-04-09,2019-05-09
2904,cash,400,2019-11-02,2019-12-02
2905,cash,1300,2019-03-15,2019-04-14
2906,cash,500,2016-10-24,2016-11-23
2907,cash,800,2015-07-22,2015-08-21
2908,cash,2500,2018-03-31,2018-04-30
2909,cash,600,2016-09-28,2016-10-28
2910,cash,400,2017-01-16,2017-02-15
2911,cash,1100,2014-10-23,2014-11-22
2912,cash,1700,2013-03-05,2013-04-04
2913,cash,1100,2015-03-29,2015-04-28
2914,cash,2200,2013-09-11,2013-10-11
2915,cash,1700,2019-07-05,2019-08-04
2916,cash,700,2015-02-25,2015-03-27
2917,cash,2400,2017-03-30,2017-04-29
2918,cash,1300,2018-09-26,2018-10-26
2919,cash,500,2017-10-31,2017-11-30
2920,cash,2000,2018-11-26,2018-12-26
2921,cash,2300,2015-04-14,2015-05-14
2922,cash,1900,2017-07-13,2017-08-12
2923,cash,1000,2015-11-11,2015-12-11
2924,cash,700,2018-03-07,2018-04-06
2925,cash,1000,2017-06-27,2017-07-27
2926,cash,2300,2017-02-15,2017-03-17
2927,cash,400,2018-01-12,2018-02-11
2928,cash,2500,2017-11-16,2017-12-16
2929,cash,2100,2017-04-03,2017-05-03
2930,cash,1000,2019-12-22,2020-01-21
2931,cash,1600,2019-12-06,2020-01-05
2932,cash,1000,2018-12-26,2019-01-25
2933,cash,1700,2017-04-08,2017-05-08
2934,cash,1100,2019-06-03,2019-07-03
2935,cash,1700,2013-06-19,2013-07-19
2936,cash,700,2015-11-06,2015-12-06
2937,cash,800,2018-11-15,2018-12-15
2938,cash,1300,2014-11-01,2014-12-01
2939,cash,1600,2017-01-08,2017-02-07
2940,cash,300,2019-11-11,2019-12-11
2941,cash,1700,2017-02-01,2017-03-03
2942,cash,800,2012-07-12,2012-08-11
2943,cash,400,2019-08-14,2019-09-13
2944,cash,500,2019-10-01,2019-10-31
2945,cash,2300,2019-10-06,2019-11-05
2946,cash,2200,2016-09-01,2016-10-01
2947,cash,1300,2019-04-26,2019-05-26
2948,cash,1300,2017-11-27,2017-12-27
2949,cash,1700,2016-10-25,2016-11-24
2950,cash,1800,2019-07-28,2019-08-27
2951,cash,300,2019-07-23,2019-08-22
2952,cash,2400,2018-02-06,2018-03-08
2953,cash,2100,2019-11-03,2019-12-03
2954,cash,1700,2018-04-02,2018-05-02
2955,cash,2500,2017-11-02,2017-12-02
2956,cash,1700,2017-02-20,2017-03-22
2957,cash,2500,2016-10-16,2016-11-15
2958,cash,700,2018-04-13,2018-05-13
2959,cash,1000,2017-06-13,2017-07-13
2960,cash,1900,2019-04-04,2019-05-04
2961,cash,1900,2019-05-29,2019-06-28
2962,cash,1400,2017-03-13,2017-04-12
2963,cash,1800,2017-08-07,2017-09-06
2964,cash,2500,2015-02-18,2015-03-20
2965,cash,2400,2017-09-06,2017-10-06
2966,cash,1100,2015-04-23,2015-05-23
2967,cash,2100,2017-10-25,2017-11-24
2968,cash,2300,2019-12-17,2020-01-16
2969,cash,400,2014-08-18,2014-09-17
2970,cash,1200,2019-08-21,2019-09-20
2971,cash,500,2019-08-02,2019-09-01
2972,cash,400,2019-05-19,2019-06-18
2973,cash,1200,2017-08-04,2017-09-03
2974,cash,1400,2019-12-08,2020-01-07
2975,cash,2100,2013-07-27,2013-08-26
2976,cash,2100,2018-05-11,2018-06-10
2977,cash,2300,2019-05-05,2019-06-04
2978,cash,800,2016-05-27,2016-06-26
2979,cash,300,2014-07-11,2014-08-10
2980,cash,400,2018-11-11,2018-12-11
2981,cash,1300,2016-11-16,2016-12-16
2982,cash,1000,2018-06-29,2018-07-29
2983,cash,500,2018-01-15,2018-02-14
2984,cash,800,2018-11-30,2018-12-30
2985,cash,500,2017-04-14,2017-05-14
2986,cash,2500,2016-03-09,2016-04-08
2987,cash,300,2019-12-29,2020-01-28
2988,cash,1000,2018-10-31,2018-11-30
2989,cash,1600,2013-11-23,2013-12-23
2990,cash,800,2018-11-28,2018-12-28
2991,cash,1700,2019-08-01,2019-08-31
2992,cash,1900,2013-05-13,2013-06-12
2993,cash,400,2017-06-23,2017-07-23
2994,cash,800,2018-11-15,2018-12-15
2995,cash,1600,2019-06-13,2019-07-13
2996,cash,2200,2016-06-09,2016-07-09
2997,cash,1000,2016-04-22,2016-05-22
2998,cash,1300,2019-12-03,2020-01-02
2999,cash,1300,2019-10-08,2019-11-07
3000,cash,900,2018-01-12,2018-02-11
3001,cash,1400,2015-04-28,2015-05-28
3002,cash,1600,2016-11-07,2016-12-07
3003,cash,1100,2012-11-07,2012-12-07
3004,cash,1000,2017-06-02,2017-07-02
3005,cash,300,2019-10-08,2019-11-07
3006,cash,700,2019-06-23,2019-07-23
3007,cash,2300,2017-10-01,2017-10-31
3008,cash,1000,2018-02-26,2018-03-28
3009,cash,1600,2018-11-22,2018-12-22
3010,cash,1100,2019-02-24,2019-03-26
3011,cash,2000,2013-01-26,2013-02-25
3012,cash,900,2013-04-10,2013-05-10
3013,cash,500,2012-09-13,2012-10-13
3014,cash,2200,2017-04-11,2017-05-11
3015,cash,2400,2019-07-14,2019-08-13
3016,cash,1800,2016-03-02,2016-04-01
3017,cash,1900,2014-04-19,2014-05-19
3018,cash,1900,2016-06-09,2016-07-09
3019,cash,600,2019-10-13,2019-11-12
3020,cash,1500,2017-10-28,2017-11-27
3021,cash,2000,2018-07-05,2018-08-04
3022,cash,800,2016-08-06,2016-09-05
3023,cash,1200,2016-07-28,2016-08-27
3024,cash,2000,2012-11-10,2012-12-10
3025,cash,2300,2018-07-28,2018-08-27
3026,cash,1000,2019-12-26,2020-01-25
3027,cash,1800,2019-04-07,2019-05-07
3028,cash,2300,2016-11-18,2016-12-18
3029,cash,900,2018-05-15,2018-06-14
3030,cash,1700,2019-07-05,2019-08-04
3031,cash,1200,2016-08-17,2016-09-16
3032,cash,1700,2011-02-15,2011-03-17
3033,cash,2300,2019-08-07,2019-09-06
3034,cash,1300,2018-06-23,2018-07-23
3035,cash,1300,2017-11-08,2017-12-08
3036,cash,1100,2017-04-27,2017-05-27
3037,cash,2100,2014-02-21,2014-03-23
3038,cash,2200,2013-08-29,2013-09-28
3039,cash,1100,2016-06-18,2016-07-18
3040,cash,1200,2017-07-22,2017-08-21
3041,cash,500,2015-01-30,2015-03-01
3042,cash,2400,2017-09-03,2017-10-03
3043,cash,400,2018-09-16,2018-10-16
3044,cash,2400,2018-11-07,2018-12-07
3045,cash,2100,2018-05-13,2018-06-12
3046,cash,1600,2014-01-22,2014-02-21
3047,cash,900,2019-09-10,2019-10-10
3048,cash,500,2019-01-25,2019-02-24
3049,cash,1200,2019-08-19,2019-09-18
3050,cash,2000,2015-09-14,2015-10-14
3051,cash,1000,2017-04-18,2017-05-18
3052,cash,1900,2017-01-17,2017-02-16
3053,cash,2200,2015-05-26,2015-06-25
3054,cash,2400,2019-06-27,2019-07-27
3055,cash,500,2011-10-13,2011-11-12
3056,cash,2400,2016-11-21,2016-12-21
3057,cash,2300,2012-04-28,2012-05-28
3058,cash,2000,2016-06-25,2016-07-25
3059,cash,400,2019-12-13,2020-01-12
3060,cash,700,2019-06-15,2019-07-15
